client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue
C000051,65+,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,34,1,1,1,1580.86,1.0,1580.86,1867.49,1580.86,1,0,0,4.98,10,60,10,4,2,4,1,57.4,Beauty Replenishment,1,1,1,0,7,0.355,1,1,1,109,0,0,0.274,1,0,1,Email,2,0,0.0,86.7,0,0,0,0,0.6518,1,1030.43
C000052,45-54,High Potential,Online,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A14,1,301,Core,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,113,3,3,5,660.95,1.67,1982.85,7483.53,660.95,2,7,0,6.42,9,54,1,16,1,1,0,77.1,Fragrance Launch,1,0,0,0,7,0.321,0,0,1,999,1,2,0.616,1,0,1,Email,0,0,0.0,89.9,0,2,0,1,0.7416,1,490.19
C000053,55-64,New,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,91,2,2,6,59.03,3.0,118.06,118.06,59.03,1,2,0,3.77,11,55,7,9,5,2,1,58.0,No Recent Campaign,0,0,0,0,999,0.168,0,0,0,999,0,0,0.259,1,1,1,Email + SMS,0,0,0.0,94.3,0,0,0,0,0.3843,0,22.68
C000054,55-64,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,53,2,2,4,142.36,2.0,284.72,351.72,142.36,1,1,0,3.67,11,77,1,13,3,1,1,52.6,Fashion Preview,1,0,0,0,28,0.229,0,0,0,999,0,0,0.173,1,1,1,Email + SMS,1,0,0.0,88.5,0,2,0,0,0.458,0,65.2
C000055,35-44,Core,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A02,7,171,Core,Fragrance & Beauty,Beauty Services,Fashion Entry,1,Scale Opportunity,176,0,0,0,0.0,0.0,0.0,14.21,135.51,1,2,0,1.85,4,12,7,9,1,3,1,65.3,Reactivation,1,0,0,0,10,0.224,0,0,0,999,2,0,0.109,1,1,1,Email + SMS,0,0,0.0,79.1,0,1,0,0,0.1125,0,15.24
C000056,55-64,Core,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,47,3,3,3,12695.0,1.0,38085.0,102405.64,12695.0,1,2,1,9.57,18,36,4,7,4,4,1,50.7,WFJ Appointment Invite,1,1,1,0,14,0.164,1,1,1,154,0,1,0.396,1,1,1,Email + SMS,1,0,0.0,94.8,0,2,0,0,0.8802,1,11173.79
C000057,25-34,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,1,230,High Performer,Fashion,Accessories,Accessories,1,Medium Strategic Value,58,2,2,2,4325.75,1.0,8651.5,24705.77,4325.75,2,2,0,6.71,8,16,11,2,2,1,0,49.9,WFJ Appointment Invite,1,0,0,0,18,0.106,1,1,1,24,0,0,0.335,1,0,1,Email,2,0,0.0,89.1,0,1,0,0,0.6578,1,2845.41
C000058,25-34,New,Omnichannel,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A07,7,78,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,83,0,0,0,0.0,0.0,0.0,174.72,7873.17,1,0,0,2.31,17,34,8,12,2,2,1,41.5,Fashion Preview,1,0,0,0,21,0.299,0,0,0,999,0,3,0.135,1,0,1,Email,1,0,0.0,78.3,0,0,0,0,0.2783,0,2191.37
C000059,18-24,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A13,2,279,Emerging,Watches & Fine Jewelry,Watches,Fragrance Discovery,1,High Strategic Value,284,3,3,4,23123.25,1.33,69369.75,185009.2,23123.25,1,3,1,10.13,8,32,4,10,13,1,1,49.4,Private Event,1,0,0,0,3,0.266,1,1,0,138,1,1,0.512,1,0,1,Email,2,0,0.0,86.3,0,1,1,0,0.2941,1,6801.26
C000060,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A09,4,222,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,9,1,1,3,309.8,3.0,309.8,714.63,309.8,2,0,0,4.24,5,35,7,8,2,0,0,47.6,Beauty Replenishment,1,0,0,0,20,0.358,0,0,0,999,2,2,0.364,1,1,1,Email + SMS,0,0,0.0,91.8,0,0,0,0,0.6046,1,187.3
C000061,35-44,VIP,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,6,133,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,36,5,5,10,658.33,2.0,3291.65,17826.06,658.33,2,5,1,8.95,9,63,3,7,7,0,1,23.9,Fashion Preview,1,0,0,0,21,0.251,1,1,0,53,1,9,0.602,1,0,1,Email,2,0,0.0,88.5,0,2,1,1,0.9513,1,626.29
C000062,25-34,VIP,Boutique,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,3,186,Emerging,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,64,4,4,6,16046.59,1.5,64186.36,362285.65,16046.59,3,1,1,9.95,7,49,6,11,1,0,0,54.7,Fashion Preview,1,0,0,0,1,0.085,0,0,0,999,6,10,0.334,1,1,1,Email + SMS,1,0,0.0,100.0,0,4,0,1,0.9704,1,15571.14
C000063,55-64,Core,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A15,1,225,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,109,2,2,5,196.6,2.5,393.2,854.34,196.6,3,1,0,4.56,13,91,1,13,2,0,1,68.4,Fragrance Launch,1,1,0,0,30,0.197,0,0,0,999,2,0,0.437,1,0,1,Email,0,0,0.0,79.3,0,1,0,1,0.6273,0,123.32
C000064,35-44,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A04,5,194,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,76,0,0,0,0.0,0.0,0.0,0.0,8868.49,2,4,0,1.3,5,15,2,4,6,2,1,15.3,Fashion Preview,1,0,0,0,11,0.052,0,0,0,999,1,2,0.25,1,0,1,Email,2,0,0.0,83.0,0,4,1,0,0.3871,0,3433.24
C000065,25-34,High Potential,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A02,2,72,Core,Watches & Fine Jewelry,Watches,None,0,High Strategic Value,227,4,4,5,7809.29,1.25,31237.16,104718.23,7809.29,3,5,1,9.63,5,25,5,4,12,0,1,18.8,Fashion Preview,1,1,0,0,7,0.07,0,0,0,999,3,2,0.203,1,1,1,Email + SMS,3,0,0.0,78.1,0,1,0,0,0.3889,1,3036.69
C000066,35-44,New,Online,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A02,5,210,Emerging,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,77,2,2,4,113.44,2.0,226.88,226.88,113.44,1,0,0,3.76,6,42,11,15,1,1,0,51.3,No Recent Campaign,0,0,0,0,999,0.263,0,0,0,999,0,1,0.106,1,0,1,Email,1,0,0.0,69.5,1,0,0,0,0.2548,1,18.79
C000067,25-34,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,1,177,High Performer,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,150,1,1,1,3185.19,1.0,3185.19,8120.83,3185.19,2,1,0,5.87,8,48,11,9,1,3,1,38.5,Beauty Replenishment,1,0,0,0,13,0.364,0,0,0,999,0,2,0.306,1,1,1,Email + SMS,3,1,1.0,78.1,0,1,1,0,0.3681,0,1172.44
C000068,55-64,Core,Omnichannel,Social Media,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A04,3,101,Top Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,188,1,1,2,273.27,2.0,273.27,762.13,273.27,2,4,0,5.03,15,90,11,14,1,1,1,46.3,Fashion Preview,1,0,0,0,11,0.602,0,0,0,999,1,6,0.267,1,0,1,Email,1,0,0.0,67.5,1,2,0,0,0.3398,0,60.36
C000069,18-24,VIP,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,5,240,Core,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,20,6,6,15,1421.44,2.5,8528.64,47931.47,1421.44,1,5,1,9.53,10,20,3,9,0,1,0,57.6,Fragrance Launch,1,0,0,0,2,0.382,0,0,0,999,1,0,0.334,1,0,1,Email,2,1,0.167,90.2,1,6,1,0,0.9379,1,866.52
C000070,65+,New,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,47,0,0,0,0.0,0.0,0.0,11.82,139.7,2,0,0,0.89,13,78,3,15,1,1,1,35.7,Beauty Replenishment,1,0,0,0,16,0.155,0,0,0,999,0,0,0.011,1,0,1,Email,2,0,0.0,67.6,1,1,0,0,0.1596,1,14.49
C000071,45-54,Core,Omnichannel,Email Campaign,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A13,3,196,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,104,2,2,4,248.71,2.0,497.42,1208.32,248.71,1,2,0,4.94,10,30,6,10,1,2,1,63.5,Fragrance Launch,1,1,1,0,25,0.322,0,0,0,999,1,5,0.628,1,0,1,Email,0,0,0.0,82.4,0,1,0,0,0.7256,1,180.47
C000072,25-34,High Potential,Omnichannel,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,4,248,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,70,3,3,3,5543.77,1.0,16631.31,56464.56,5543.77,3,7,1,10.16,18,108,10,6,2,4,1,80.2,Welcome Journey,1,0,0,0,25,0.28,0,0,0,999,1,1,0.605,0,0,0,Do Not Contact,3,1,0.333,74.5,1,1,0,1,0.883,1,795.48
C000073,18-24,Core,Online,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,5,209,High Performer,Fragrance & Beauty,Beauty Services,Handbags,1,Scale Opportunity,112,1,1,2,356.47,2.0,356.47,978.32,356.47,1,3,0,4.98,9,54,2,8,2,2,1,33.7,Fashion Preview,1,0,0,0,3,0.267,0,0,0,999,0,0,0.373,1,1,1,Email + SMS,0,0,0.0,83.3,0,2,0,0,0.3911,0,139.4
C000074,55-64,New,Boutique,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A12,4,101,High Performer,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,63,1,1,3,167.53,3.0,167.53,167.53,167.53,2,1,0,3.28,4,20,7,6,1,0,0,25.5,Welcome Journey,1,1,0,0,21,0.288,0,0,0,999,0,3,0.246,1,0,1,Email,0,0,0.0,86.8,0,0,0,0,0.3108,0,52.06
C000075,45-54,Top Client,Omnichannel,Email Campaign,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A11,5,148,High Performer,Fragrance & Beauty,Makeup,Fine Jewelry Interest,1,Scale Opportunity,48,7,7,13,998.56,1.86,6989.92,55164.31,998.56,2,9,1,10.33,7,28,4,11,4,3,1,41.7,Beauty Replenishment,1,0,0,0,3,0.211,0,0,0,999,4,20,0.248,0,1,1,SMS,4,0,0.0,80.6,0,6,4,1,0.9976,1,996.15
C000076,45-54,Core,Boutique,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A10,5,177,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,130,1,1,2,4431.01,2.0,4431.01,11441.89,4431.01,1,0,0,5.87,4,8,12,2,8,1,1,40.2,Fragrance Launch,1,0,0,0,13,0.556,1,0,0,111,0,5,0.538,1,0,1,Email,0,0,0.0,89.2,0,1,0,0,0.4021,0,1781.66
C000077,45-54,Core,Boutique,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A09,2,79,High Performer,Fashion,Accessories,Shoes,1,Medium Strategic Value,77,2,2,4,3225.78,2.0,6451.56,14863.0,3225.78,2,1,0,6.26,2,10,7,1,1,0,0,52.9,Fragrance Launch,1,0,0,0,8,0.372,0,0,0,999,0,2,0.342,1,0,1,Email,1,0,0.0,82.3,0,2,0,1,0.5841,1,1884.31
C000078,18-24,New,Online,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,6,255,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,212,1,1,2,377.68,2.0,377.68,423.96,377.68,2,0,0,4.1,10,70,7,20,2,4,1,74.4,Welcome Journey,1,0,0,0,20,0.082,1,1,0,63,0,1,0.278,1,0,1,Email,1,0,0.0,100.0,0,0,0,0,0.2336,0,88.22
C000079,35-44,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,2,250,Core,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,38,1,1,2,15586.52,2.0,15586.52,37316.64,15586.52,1,2,0,7.0,3,18,3,1,5,0,0,40.2,No Recent Campaign,0,0,0,0,999,0.076,0,0,0,999,0,1,0.386,1,1,1,Email + SMS,1,0,0.0,87.8,0,1,0,0,0.5344,1,8330.18
C000080,25-34,Core,Omnichannel,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,1,118,Core,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,68,1,1,2,427.5,2.0,427.5,1001.61,427.5,2,3,0,5.03,11,22,4,13,1,3,1,46.9,No Recent Campaign,0,0,0,0,999,0.217,0,0,0,999,2,4,0.451,1,1,1,Email + SMS,1,0,0.0,100.0,0,2,0,1,0.8042,0,343.81
C000081,55-64,New,Online,Event,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A03,5,133,Core,Fragrance & Beauty,Beauty Services,Skincare,1,Scale Opportunity,330,0,0,0,0.0,0.0,0.0,0.0,54.16,1,0,0,0.5,9,54,3,16,4,3,1,50.3,Beauty Replenishment,1,0,0,0,29,0.318,1,1,0,96,1,0,0.541,1,0,1,Email,1,1,1.0,83.2,0,1,0,0,0.0293,0,1.59
C000082,45-54,New,Online,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,5,130,Top Performer,Fragrance & Beauty,Beauty Services,None,0,Scale Opportunity,138,2,2,5,154.57,2.5,309.14,415.5,154.57,3,0,0,3.55,7,21,1,14,2,2,1,80.0,No Recent Campaign,0,0,0,0,999,0.437,0,0,0,999,0,2,0.281,1,1,1,Email + SMS,0,0,0.0,80.4,0,2,0,0,0.4073,1,62.95
C000083,35-44,High Potential,Online,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A14,5,176,Core,Fashion,Shoes,Accessories,1,Medium Strategic Value,95,2,2,2,7589.21,1.0,15178.42,53661.05,7589.21,2,1,1,8.92,6,24,14,3,4,0,0,55.5,Fashion Preview,1,0,0,0,11,0.157,0,0,0,999,0,2,0.183,1,1,1,Email + SMS,4,0,0.0,66.2,1,5,0,0,0.5377,1,2652.33
C000084,18-24,New,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,3,217,High Performer,Watches & Fine Jewelry,High Jewelry Interest,Handbags,1,High Strategic Value,106,1,1,1,5428.85,1.0,5428.85,6290.0,5428.85,3,0,0,5.71,7,49,4,3,8,3,1,35.9,Beauty Replenishment,1,0,0,0,15,0.319,0,0,0,999,0,1,0.036,1,1,1,Email + SMS,1,0,0.0,83.3,0,0,0,0,0.3799,0,2062.3
C000085,25-34,New,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A14,5,144,High Performer,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,307,2,2,2,1428.83,1.0,2857.66,3577.19,1428.83,1,0,0,5.35,1,5,8,7,3,0,0,54.0,Beauty Replenishment,1,0,0,0,21,0.147,0,0,0,999,1,0,0.155,1,1,1,Email + SMS,3,0,0.0,82.7,0,0,0,0,0.0628,0,89.7
C000086,35-44,Core,Online,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A08,2,161,Emerging,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,64,0,0,0,0.0,0.0,0.0,62.37,199.2,2,2,0,2.35,10,30,7,9,1,0,0,48.2,Beauty Replenishment,1,1,0,0,10,0.259,0,0,0,999,0,0,0.499,1,1,1,Email + SMS,1,0,0.0,76.8,0,2,0,1,0.3838,0,76.46
C000087,45-54,High Potential,Online,Referral,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A11,5,50,Core,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,123,1,1,2,6313.76,2.0,6313.76,21872.65,6313.76,2,6,0,7.39,8,48,15,0,2,2,1,58.5,Fragrance Launch,1,1,0,0,19,0.157,1,1,0,65,0,2,0.452,1,0,1,Email,1,0,0.0,87.2,0,0,1,0,0.5058,0,3193.25
C000088,45-54,New,Boutique,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A09,2,72,Emerging,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,334,1,1,1,3814.11,1.0,3814.11,4620.05,3814.11,1,0,0,5.52,2,14,7,9,2,0,0,74.5,Reactivation,1,0,0,0,13,0.272,0,0,0,999,0,1,0.275,1,0,1,Email,1,0,0.0,87.5,0,1,0,1,0.0565,0,215.32
C000089,55-64,Core,Online,Social Media,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,170,2,2,3,139.53,1.5,279.06,680.81,139.53,4,3,0,4.29,17,51,3,15,1,3,1,48.1,Private Event,1,0,0,0,28,0.258,1,1,0,67,1,0,0.339,1,0,1,Email,0,0,0.0,84.5,0,1,0,1,0.4203,0,58.64
C000090,35-44,New,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A15,10,103,Emerging,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,217,2,2,5,149.31,2.5,298.62,372.3,149.31,1,0,0,4.0,2,8,7,23,2,1,0,55.5,Fashion Preview,1,0,0,0,28,0.291,0,0,0,999,0,2,0.148,1,0,1,Email,1,0,0.0,76.3,0,0,0,1,0.1422,0,21.23
C000091,25-34,New,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A05,4,188,Top Performer,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,365,1,1,3,398.41,3.0,398.41,542.41,398.41,1,0,0,4.2,4,16,4,11,0,1,0,37.9,Fragrance Launch,1,1,1,0,12,0.588,0,0,0,999,0,3,0.609,0,0,0,Do Not Contact,1,0,0.0,88.2,0,2,0,1,0.0852,0,8.48
C000092,45-54,New,Boutique,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A08,3,148,Core,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,190,0,0,0,0.0,0.0,0.0,52.06,125.12,1,1,0,2.09,1,6,4,14,0,0,0,26.7,Fragrance Launch,1,0,0,0,23,0.238,0,1,1,999,0,2,0.289,0,0,0,Do Not Contact,0,0,0.0,90.9,0,0,0,1,0.0717,0,2.24
C000093,45-54,High Potential,Boutique,Online Search,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A15,4,207,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,16,3,3,8,380.31,2.67,1140.93,3708.84,380.31,2,3,0,5.74,1,2,8,2,1,0,0,42.4,Reactivation,1,1,0,0,13,0.208,0,0,0,999,1,6,0.736,1,0,1,Email,0,0,0.0,93.8,0,0,0,0,0.7875,1,299.49
C000094,35-44,New,Omnichannel,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A02,3,172,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,82,0,0,0,0.0,0.0,0.0,0.0,135.77,2,0,0,0.5,15,30,2,11,1,3,1,38.5,Reactivation,1,0,0,0,11,0.22,0,0,0,999,1,1,0.439,0,0,0,Do Not Contact,3,0,0.0,73.3,0,1,0,1,0.3927,0,13.33
C000095,45-54,New,Omnichannel,Social Media,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A07,3,119,High Performer,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,185,1,1,2,64.0,2.0,64.0,135.16,64.0,1,1,0,2.96,20,60,5,12,2,7,1,28.0,No Recent Campaign,0,0,0,0,999,0.292,0,0,0,999,0,2,0.227,1,0,1,Email,1,0,0.0,91.3,0,1,0,0,0.2804,0,17.94
C000096,35-44,Core,Boutique,Social Media,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A10,1,195,Emerging,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,92,1,1,2,420.37,2.0,420.37,835.42,420.37,1,3,0,4.47,2,4,6,11,4,1,0,14.5,Private Event,1,0,0,0,2,0.694,0,0,0,999,0,5,0.586,1,0,1,Email,0,0,0.0,73.4,0,4,0,0,0.4403,1,185.09
C000097,35-44,High Potential,Online,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A15,4,175,High Performer,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,76,1,1,2,375.51,2.0,375.51,1346.64,375.51,1,3,0,5.1,11,22,3,11,3,3,1,55.7,Beauty Replenishment,1,0,0,0,16,0.261,0,0,0,999,1,1,0.257,0,0,0,Do Not Contact,0,0,0.0,76.1,0,5,0,1,0.6948,1,65.23
C000098,35-44,New,Online,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A08,2,183,High Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,274,0,0,0,0.0,0.0,0.0,26.74,176.35,2,0,0,1.66,14,56,11,13,2,3,1,40.6,Fashion Preview,1,1,0,0,21,0.164,0,0,0,999,1,1,0.586,0,0,0,Do Not Contact,0,0,0.0,78.9,0,0,0,0,0.0799,0,3.52
C000099,18-24,Core,Boutique,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A01,4,162,High Performer,Watches & Fine Jewelry,Watches,None,0,High Strategic Value,100,5,5,5,12976.99,1.0,64884.95,197605.14,12976.99,1,1,1,9.24,3,9,2,4,11,0,1,31.4,Beauty Replenishment,1,0,0,0,19,0.204,1,1,0,90,1,1,0.121,0,0,0,Do Not Contact,1,1,0.2,82.9,1,2,0,0,0.5447,1,1148.69
C000100,25-34,New,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A03,5,189,Top Performer,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,208,0,0,0,0.0,0.0,0.0,43.23,6920.87,1,0,0,1.83,2,10,12,2,0,0,0,42.9,No Recent Campaign,0,0,0,0,999,0.097,0,0,0,999,0,6,0.057,0,1,1,SMS,0,0,0.0,78.0,0,0,0,0,0.0599,0,414.28
C000101,18-24,Core,Omnichannel,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A05,2,140,High Performer,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,43,3,3,3,5872.11,1.0,17616.33,43658.58,5872.11,2,1,0,6.88,14,84,4,4,4,2,1,43.1,Reactivation,1,0,0,0,6,0.38,0,0,0,999,0,4,0.273,1,1,1,Email + SMS,1,0,0.0,82.8,0,1,1,0,0.8452,1,4962.92
C000102,45-54,Core,Online,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A13,6,173,High Performer,Fashion,Accessories,Fragrance Discovery,1,Medium Strategic Value,105,3,3,6,6198.62,2.0,18595.86,50817.55,6198.62,1,4,1,9.55,9,63,12,9,1,3,1,38.9,Reactivation,1,1,0,0,24,0.218,0,0,0,999,0,1,0.126,1,1,1,Email + SMS,3,0,0.0,81.9,0,0,0,0,0.5416,1,3356.91
